,state,month,year,n
1968,IL,6,2020,1
1969,IL,6,2022,1
1970,IL,7,2020,1
1971,IL,8,2017,1
1972,IL,8,2018,1
1973,IL,8,2019,1
1974,IL,8,2020,1
1975,IL,8,2022,1
1976,IL,9,2015,1
1977,IL,9,2021,1
1978,IL,9,2022,1
1979,IL,10,2016,1
1980,IL,10,2019,1
1981,IL,11,2018,1
1982,IL,11,2019,1
1983,IL,11,2020,1
1984,IL,11,2021,1
1985,IL,12,2016,1
1986,IL,12,2018,1
1987,IL,12,2020,1
1988,IN,1,2015,1
1989,IN,1,2022,1
1990,IN,2,2020,1
1991,IN,2,2022,1
1992,IN,3,2015,1
1993,IN,3,2017,1
1994,IN,5,2016,1
1995,IN,5,2022,1
1996,IN,6,2016,1
1997,IN,6,2017,1
1998,IN,6,2018,1
1999,IN,6,2019,1
2000,IN,6,2021,1
2001,IN,7,2016,1
2002,IN,7,2017,1
2003,IN,8,2018,1
2004,IN,9,2018,1
2005,IN,10,2017,1
2006,IN,10,2018,1
2007,IN,11,2016,1
2008,IN,11,2017,1
2009,IN,11,2018,1
2010,IN,12,2021,1
2011,KS,1,2018,1
2012,KS,1,2021,1
2013,KS,2,2015,1
2014,KS,2,2016,1
2015,KS,2,2017,1
2016,KS,2,2018,1
2017,KS,2,2020,1
2018,KS,2,2022,1
2019,KS,3,2015,1
2020,KS,3,2017,1
2021,KS,3,2021,1
2022,KS,3,2022,1
2023,KS,4,2015,1
2024,KS,4,2016,1
2025,KS,4,2017,1
2026,KS,4,2022,1
2027,KS,5,2018,1
2028,KS,5,2020,1
2029,KS,5,2021,1
2030,KS,6,2015,1
2031,KS,6,2017,1
2032,KS,6,2020,1
2033,KS,6,2022,1
2034,KS,7,2017,1
2035,KS,7,2018,1
2036,KS,7,2019,1
2037,KS,8,2015,1
2038,KS,8,2016,1
2039,KS,8,2021,1
2040,KS,9,2016,1
2041,KS,9,2017,1
2042,KS,9,2020,1
2043,KS,9,2021,1
2044,KS,10,2017,1
2045,KS,10,2020,1
2046,KS,10,2021,1
2047,KS,11,2021,1
2048,KS,12,2017,1
2049,KS,12,2018,1
2050,KS,12,2019,1
2051,KY,1,2015,1
2052,KY,1,2016,1
2053,KY,1,2020,1
2054,KY,1,2022,1
2055,KY,2,2016,1
2056,KY,2,2019,1
2057,KY,2,2022,1
2058,KY,3,2015,1
2059,KY,3,2019,1
2060,KY,3,2021,1
2061,KY,4,2015,1
2062,KY,4,2020,1
2063,KY,4,2021,1
2064,KY,4,2022,1
2065,KY,5,2016,1
2066,KY,5,2018,1
2067,KY,5,2020,1
2068,KY,5,2021,1
2069,KY,6,2015,1
2070,KY,6,2022,1
2071,KY,7,2015,1
2072,KY,7,2016,1
2073,KY,7,2018,1
2074,KY,7,2020,1
2075,KY,7,2021,1
2076,KY,8,2017,1
2077,KY,8,2022,1
2078,KY,9,2016,1
2079,KY,9,2020,1
2080,KY,10,2019,1
2081,KY,11,2016,1
2082,KY,11,2021,1
2083,KY,12,2016,1
2084,LA,2,2015,1
2085,LA,2,2017,1
2086,LA,2,2021,1
2087,LA,3,2016,1
2088,LA,4,2016,1
2089,LA,4,2017,1
2090,LA,4,2021,1
2091,LA,5,2016,1
2092,LA,5,2017,1
2093,LA,5,2019,1
2094,LA,6,2016,1
2095,LA,6,2018,1
2096,LA,6,2019,1
2097,LA,6,2020,1
2098,LA,6,2021,1
2099,LA,7,2018,1
2100,LA,8,2016,1
2101,LA,8,2019,1
2102,LA,9,2017,1
2103,LA,10,2017,1
2104,LA,10,2020,1
2105,LA,11,2015,1
2106,LA,12,2016,1
2107,LA,12,2019,1
2108,LA,12,2020,1
2109,MA,1,2015,1
2110,MA,1,2016,1
2111,MA,1,2021,1
2112,MA,2,2015,1
2113,MA,2,2016,1
2114,MA,2,2018,1
2115,MA,2,2019,1
2116,MA,2,2022,1
2117,MA,3,2021,1
2118,MA,3,2022,1
2119,MA,4,2020,1
2120,MA,4,2021,1
2121,MA,5,2021,1
2122,MA,5,2022,1
2123,MA,6,2019,1
2124,MA,7,2017,1
2125,MA,8,2019,1
2126,MA,8,2021,1
2127,MA,9,2017,1
2128,MA,9,2019,1
2129,MA,10,2015,1
2130,MA,10,2018,1
2131,MA,11,2016,1
2132,MA,11,2017,1
2133,MA,11,2018,1
2134,MA,11,2019,1
2135,MA,12,2020,1
2136,MD,1,2016,1
2137,MD,1,2019,1
2138,MD,1,2021,1
2139,MD,1,2022,1
2140,MD,2,2015,1
2141,MD,2,2016,1
2142,MD,2,2017,1
2143,MD,2,2018,1
2144,MD,2,2019,1
2145,MD,2,2020,1
2146,MD,2,2022,1
2147,MD,3,2021,1
2148,MD,4,2016,1
2149,MD,4,2021,1
2150,MD,5,2015,1
2151,MD,5,2018,1
2152,MD,5,2022,1
2153,MD,6,2015,1
2154,MD,6,2017,1
2155,MD,6,2018,1
2156,MD,6,2022,1
2157,MD,7,2016,1
2158,MD,7,2017,1
2159,MD,7,2018,1
2160,MD,7,2022,1
2161,MD,8,2016,1
2162,MD,8,2019,1
2163,MD,8,2020,1
2164,MD,8,2021,1
2165,MD,9,2015,1
2166,MD,9,2016,1
2167,MD,9,2021,1
2168,MD,10,2017,1
2169,MD,10,2018,1
2170,MD,10,2019,1
2171,MD,10,2020,1
2172,MD,10,2021,1
2173,MD,11,2015,1
2174,MD,11,2018,1
2175,MD,11,2019,1
2176,MD,11,2021,1
2177,MD,12,2015,1
2178,MD,12,2019,1
2179,MD,12,2021,1
2180,ME,1,2017,1
2181,ME,2,2015,1
2182,ME,2,2020,1
2183,ME,2,2021,1
2184,ME,2,2022,1
2185,ME,3,2017,1
2186,ME,4,2021,1
2187,ME,5,2016,1
2188,ME,6,2017,1
2189,ME,7,2017,1
2190,ME,7,2021,1
2191,ME,7,2022,1
2192,ME,9,2021,1
2193,ME,11,2016,1
2194,ME,11,2018,1
2195,ME,12,2015,1
2196,ME,12,2019,1
2197,ME,12,2020,1
2198,MI,1,2015,1
2199,MI,1,2017,1
2200,MI,1,2019,1
2201,MI,1,2021,1
2202,MI,2,2017,1
2203,MI,2,2019,1
2204,MI,2,2020,1
2205,MI,3,2021,1
2206,MI,4,2015,1
2207,MI,4,2016,1
2208,MI,4,2017,1
2209,MI,5,2020,1
2210,MI,6,2018,1
2211,MI,6,2019,1
2212,MI,7,2015,1
2213,MI,7,2017,1
2214,MI,7,2019,1
2215,MI,7,2022,1
2216,MI,8,2015,1
2217,MI,8,2016,1
2218,MI,8,2022,1
2219,MI,9,2015,1
2220,MI,9,2018,1
2221,MI,9,2021,1
2222,MI,10,2018,1
2223,MI,11,2015,1
2224,MI,11,2019,1
2225,MI,11,2020,1
2226,MI,11,2021,1
2227,MI,12,2017,1
2228,MI,12,2019,1
2229,MN,1,2021,1
2230,MN,2,2016,1
2231,MN,2,2019,1
2232,MN,2,2020,1
2233,MN,2,2022,1
2234,MN,3,2015,1
2235,MN,3,2017,1
2236,MN,3,2020,1
2237,MN,4,2016,1
2238,MN,4,2017,1
2239,MN,4,2018,1
2240,MN,4,2019,1
2241,MN,4,2020,1
2242,MN,5,2015,1
2243,MN,5,2019,1
2244,MN,6,2018,1
2245,MN,6,2021,1
2246,MN,7,2015,1
2247,MN,7,2016,1
2248,MN,7,2018,1
2249,MN,7,2019,1
2250,MN,7,2020,1
2251,MN,7,2021,1
2252,MN,8,2015,1
2253,MN,8,2018,1
2254,MN,8,2022,1
2255,MN,9,2020,1
2256,MN,10,2017,1
2257,MN,10,2018,1
2258,MN,10,2020,1
2259,MN,11,2017,1
2260,MN,12,2016,1
2261,MN,12,2017,1
2262,MN,12,2019,1
2263,MN,12,2021,1
2264,MO,1,2021,1
2265,MO,2,2019,1
2266,MO,2,2021,1
2267,MO,3,2015,1
2268,MO,3,2017,1
2269,MO,4,2019,1
2270,MO,4,2022,1
2271,MO,5,2015,1
2272,MO,5,2019,1
2273,MO,6,2019,1
2274,MO,7,2019,1
2275,MO,7,2020,1
2276,MO,7,2022,1
2277,MO,8,2015,1
2278,MO,8,2016,1
2279,MO,8,2018,1
2280,MO,8,2020,1
2281,MO,8,2021,1
2282,MO,9,2015,1
2283,MO,9,2017,1
2284,MO,9,2020,1
2285,MO,10,2016,1
2286,MO,11,2020,1
2287,MO,12,2015,1
2288,MO,12,2020,1
2289,MS,1,2021,1
2290,MS,2,2016,1
2291,MS,2,2020,1
2292,MS,3,2017,1
2293,MS,3,2018,1
2294,MS,3,2022,1
2295,MS,4,2019,1
2296,MS,5,2016,1
2297,MS,5,2018,1
2298,MS,5,2020,1
2299,MS,6,2020,1
2300,MS,7,2017,1
2301,MS,7,2020,1
2302,MS,7,2021,1
2303,MS,8,2017,1
2304,MS,8,2022,1
2305,MS,9,2017,1
2306,MS,10,2018,1
2307,MS,10,2019,1
2308,MS,10,2020,1
2309,MS,11,2016,1
2310,MS,11,2018,1
2311,MS,11,2019,1
2312,MS,12,2015,1
2313,MS,12,2020,1
2314,MT,1,2016,1
2315,MT,1,2020,1
2316,MT,2,2018,1
2317,MT,2,2021,1
2318,MT,2,2022,1
2319,MT,3,2016,1
2320,MT,3,2020,1
2321,MT,3,2021,1
2322,MT,3,2022,1
2323,MT,4,2019,1
2324,MT,4,2020,1
2325,MT,4,2021,1
2326,MT,5,2020,1
2327,MT,6,2016,1
2328,MT,7,2016,1
2329,MT,7,2021,1
2330,MT,8,2015,1
2331,MT,8,2018,1
2332,MT,8,2021,1
2333,MT,8,2022,1
2334,MT,9,2017,1
2335,MT,9,2019,1
2336,MT,10,2016,1
2337,MT,10,2020,1
2338,MT,10,2021,1
2339,MT,11,2015,1
2340,MT,11,2018,1
2341,MT,11,2019,1
2342,MT,12,2017,1
2343,MT,12,2019,1
2344,MT,12,2020,1
2345,MT,12,2021,1
2346,NC,1,2017,1
2347,NC,1,2021,1
2348,NC,3,2021,1
2349,NC,3,2022,1
2350,NC,4,2015,1
2351,NC,4,2022,1
2352,NC,5,2015,1
2353,NC,5,2017,1
2354,NC,5,2021,1
2355,NC,6,2017,1
2356,NC,6,2018,1
2357,NC,6,2019,1
2358,NC,6,2020,1
2359,NC,7,2017,1
2360,NC,7,2019,1
2361,NC,9,2015,1
2362,NC,9,2022,1
2363,NC,10,2016,1
2364,NC,10,2018,1
2365,NC,10,2020,1
2366,NC,11,2020,1
2367,ND,1,2017,1
2368,ND,1,2020,1
2369,ND,2,2018,1
2370,ND,2,2020,1
2371,ND,3,2016,1
2372,ND,3,2018,1
2373,ND,3,2021,1
2374,ND,4,2017,1
2375,ND,4,2022,1
2376,ND,5,2021,1
2377,ND,6,2015,1
2378,ND,7,2022,1
2379,ND,8,2020,1
2380,ND,8,2022,1
2381,ND,9,2021,1
2382,ND,10,2017,1
2383,NE,1,2015,1
2384,NE,1,2016,1
2385,NE,2,2015,1
2386,NE,2,2020,1
2387,NE,2,2022,1
2388,NE,3,2015,1
2389,NE,3,2019,1
2390,NE,4,2015,1
2391,NE,4,2016,1
2392,NE,4,2019,1
2393,NE,4,2020,1
2394,NE,4,2022,1
2395,NE,5,2015,1
2396,NE,5,2016,1
2397,NE,5,2019,1
2398,NE,6,2015,1
2399,NE,6,2016,1
2400,NE,6,2019,1
2401,NE,8,2018,1
2402,NE,8,2020,1
2403,NE,8,2022,1
2404,NE,10,2019,1
2405,NE,11,2015,1
2406,NE,11,2020,1
2407,NE,11,2021,1
2408,NE,12,2015,1
2409,NE,12,2016,1
2410,NE,12,2019,1
2411,NE,12,2021,1
2412,NH,1,2015,1
2413,NH,2,2022,1
2414,NH,3,2019,1
2415,NH,3,2021,1
2416,NH,4,2020,1
2417,NH,4,2022,1
2418,NH,5,2022,1
2419,NH,6,2016,1
2420,NH,6,2019,1
2421,NH,6,2021,1
2422,NH,6,2022,1
2423,NH,7,2015,1
2424,NH,8,2018,1
2425,NH,9,2015,1
2426,NH,9,2016,1
2427,NH,9,2018,1
2428,NH,10,2020,1
2429,NH,11,2020,1
2430,NH,12,2017,1
2431,NH,12,2020,1
2432,NJ,1,2017,1
2433,NJ,1,2018,1
2434,NJ,1,2020,1
2435,NJ,1,2021,1
2436,NJ,1,2022,1
2437,NJ,2,2016,1
2438,NJ,2,2017,1
2439,NJ,2,2022,1
2440,NJ,3,2018,1
2441,NJ,3,2019,1
2442,NJ,4,2018,1
2443,NJ,4,2021,1
2444,NJ,4,2022,1
2445,NJ,5,2022,1
2446,NJ,6,2016,1
2447,NJ,6,2022,1
2448,NJ,7,2018,1
2449,NJ,7,2020,1
2450,NJ,7,2021,1
2451,NJ,8,2015,1
2452,NJ,8,2019,1
2453,NJ,9,2018,1
2454,NJ,9,2022,1
2455,NJ,10,2015,1
2456,NJ,10,2016,1
2457,NJ,10,2018,1
2458,NJ,10,2019,1
2459,NJ,11,2018,1
2460,NM,1,2015,1
2461,NM,1,2019,1
2462,NM,1,2020,1
2463,NM,1,2021,1
2464,NM,1,2022,1
2465,NM,2,2015,1
2466,NM,2,2017,1
2467,NM,2,2018,1
2468,NM,2,2020,1
2469,NM,3,2021,1
2470,NM,4,2015,1
2471,NM,4,2016,1
2472,NM,4,2017,1
2473,NM,5,2017,1
2474,NM,5,2022,1
2475,NM,6,2017,1
2476,NM,6,2020,1
2477,NM,7,2020,1
2478,NM,8,2021,1
2479,NM,9,2016,1
2480,NM,10,2015,1
2481,NM,10,2017,1
2482,NM,10,2021,1
2483,NM,11,2015,1
2484,NM,11,2018,1
2485,NM,12,2016,1
2486,NM,12,2020,1
2487,NV,1,2015,1
2488,NV,1,2016,1
2489,NV,1,2017,1
2490,NV,1,2022,1
2491,NV,2,2015,1
2492,NV,2,2017,1
2493,NV,3,2015,1
2494,NV,3,2017,1
2495,NV,3,2020,1
2496,NV,4,2016,1
2497,NV,4,2018,1
2498,NV,4,2019,1
2499,NV,5,2016,1
2500,NV,5,2018,1
2501,NV,5,2019,1
2502,NV,5,2021,1
2503,NV,6,2018,1
2504,NV,6,2021,1
2505,NV,7,2017,1
2506,NV,7,2020,1
2507,NV,7,2021,1
2508,NV,7,2022,1
2509,NV,8,2021,1
2510,NV,8,2022,1
2511,NV,9,2015,1
2512,NV,9,2017,1
2513,NV,9,2019,1
2514,NV,10,2015,1
2515,NV,10,2017,1
2516,NV,10,2019,1
2517,NV,10,2020,1
2518,NV,11,2016,1
2519,NV,11,2019,1
2520,NV,11,2020,1
2521,NV,11,2021,1
2522,NV,12,2016,1
2523,NV,12,2020,1
2524,NY,1,2018,1
2525,NY,1,2021,1
2526,NY,2,2015,1
2527,NY,2,2016,1
2528,NY,2,2019,1
2529,NY,2,2020,1
2530,NY,2,2022,1
2531,NY,3,2018,1
2532,NY,5,2016,1
2533,NY,5,2017,1
2534,NY,5,2019,1
2535,NY,6,2022,1
2536,NY,7,2021,1
2537,NY,9,2015,1
2538,NY,9,2017,1
2539,NY,9,2020,1
2540,NY,9,2021,1
2541,NY,10,2015,1
2542,NY,10,2018,1
2543,NY,11,2020,1
2544,NY,11,2021,1
2545,NY,12,2015,1
2546,OH,1,2016,1
2547,OH,1,2019,1
2548,OH,1,2022,1
2549,OH,2,2022,1
2550,OH,3,2018,1
2551,OH,3,2019,1
2552,OH,4,2015,1
2553,OH,5,2015,1
2554,OH,5,2021,1
2555,OH,6,2017,1
2556,OH,6,2020,1
2557,OH,8,2020,1
2558,OH,8,2021,1
2559,OH,9,2022,1
2560,OH,10,2019,1
2561,OH,10,2020,1
2562,OH,10,2021,1
2563,OH,11,2018,1
2564,OH,12,2016,1
2565,OH,12,2017,1
2566,OK,1,2022,1
2567,OK,2,2016,1
2568,OK,2,2019,1
2569,OK,2,2022,1
2570,OK,4,2016,1
2571,OK,4,2019,1
2572,OK,4,2020,1
2573,OK,5,2017,1
2574,OK,6,2015,1
2575,OK,6,2018,1
2576,OK,7,2019,1
2577,OK,7,2021,1
2578,OK,8,2016,1
2579,OK,8,2018,1
2580,OK,8,2021,1
2581,OK,9,2015,1
2582,OK,9,2016,1
2583,OK,9,2021,1
2584,OK,10,2017,1
2585,OK,10,2020,1
2586,OK,10,2021,1
2587,OK,11,2017,1
2588,OK,11,2021,1
2589,OK,12,2021,1
2590,OR,1,2015,1
2591,OR,2,2015,1
2592,OR,2,2016,1
2593,OR,2,2020,1
2594,OR,2,2021,1
2595,OR,3,2021,1
2596,OR,4,2015,1
2597,OR,4,2018,1
2598,OR,5,2017,1
2599,OR,5,2018,1
2600,OR,5,2021,1
2601,OR,5,2022,1
2602,OR,6,2015,1
2603,OR,6,2017,1
2604,OR,6,2019,1
2605,OR,7,2016,1
2606,OR,7,2020,1
2607,OR,8,2019,1
2608,OR,8,2021,1
2609,OR,8,2022,1
2610,OR,9,2017,1
2611,OR,9,2018,1
2612,OR,9,2019,1
2613,OR,10,2016,1
2614,OR,10,2017,1
2615,OR,10,2020,1
2616,OR,11,2015,1
2617,OR,11,2017,1
2618,OR,11,2018,1
2619,OR,11,2019,1
2620,OR,11,2020,1
2621,OR,12,2017,1
2622,OR,12,2019,1
2623,OR,12,2021,1
2624,PA,1,2015,1
2625,PA,1,2020,1
2626,PA,2,2016,1
2627,PA,2,2017,1
2628,PA,2,2019,1
2629,PA,3,2017,1
2630,PA,3,2021,1
2631,PA,4,2015,1
2632,PA,4,2016,1
2633,PA,4,2022,1
2634,PA,5,2016,1
2635,PA,5,2020,1
2636,PA,5,2021,1
2637,PA,6,2015,1
2638,PA,6,2016,1
2639,PA,6,2017,1
2640,PA,6,2020,1
2641,PA,6,2021,1
2642,PA,6,2022,1
2643,PA,7,2015,1
2644,PA,7,2018,1
2645,PA,7,2022,1
2646,PA,8,2016,1
2647,PA,9,2015,1
2648,PA,9,2018,1
2649,PA,9,2019,1
2650,PA,9,2020,1
2651,PA,9,2021,1
2652,PA,9,2022,1
2653,PA,10,2015,1
2654,PA,11,2015,1
2655,PA,11,2019,1
2656,PA,12,2021,1
2657,RI,3,2016,1
2658,RI,4,2022,1
2659,RI,6,2016,1
2660,RI,9,2018,1
2661,RI,11,2017,1
2662,RI,11,2021,1
2663,SC,1,2016,1
2664,SC,1,2018,1
2665,SC,1,2019,1
2666,SC,1,2020,1
2667,SC,1,2021,1
2668,SC,2,2015,1
2669,SC,2,2017,1
2670,SC,2,2018,1
2671,SC,2,2020,1
2672,SC,2,2022,1
2673,SC,3,2015,1
2674,SC,3,2017,1
2675,SC,3,2022,1
2676,SC,5,2017,1
2677,SC,5,2019,1
2678,SC,5,2021,1
2679,SC,6,2016,1
2680,SC,6,2017,1
2681,SC,6,2019,1
2682,SC,6,2020,1
2683,SC,6,2022,1
2684,SC,7,2017,1
2685,SC,7,2018,1
2686,SC,7,2019,1
2687,SC,7,2021,1
2688,SC,8,2015,1
2689,SC,8,2017,1
2690,SC,8,2019,1
2691,SC,8,2020,1
2692,SC,8,2021,1
2693,SC,8,2022,1
2694,SC,9,2016,1
2695,SC,9,2017,1
2696,SC,9,2018,1
2697,SC,10,2015,1
2698,SC,10,2016,1
2699,SC,10,2017,1
2700,SC,10,2018,1
2701,SC,11,2017,1
2702,SC,12,2015,1
2703,SC,12,2016,1
2704,SC,12,2017,1
2705,SC,12,2018,1
2706,SC,12,2019,1
2707,SC,12,2020,1
2708,SD,1,2016,1
2709,SD,3,2018,1
2710,SD,3,2021,1
2711,SD,5,2018,1
2712,SD,5,2020,1
2713,SD,5,2021,1
2714,SD,6,2017,1
2715,SD,8,2022,1
2716,SD,10,2020,1
2717,SD,10,2021,1
2718,SD,11,2018,1
2719,SD,12,2019,1
2720,TN,1,2021,1
2721,TN,2,2016,1
2722,TN,2,2018,1
2723,TN,2,2020,1
2724,TN,2,2021,1
2725,TN,3,2015,1
2726,TN,3,2019,1
2727,TN,4,2015,1
2728,TN,4,2017,1
2729,TN,4,2018,1
2730,TN,5,2015,1
2731,TN,5,2016,1
2732,TN,5,2018,1
2733,TN,5,2022,1
2734,TN,6,2015,1
2735,TN,6,2018,1
2736,TN,7,2019,1
2737,TN,7,2021,1
2738,TN,9,2018,1
2739,TN,9,2020,1
2740,TN,9,2021,1
2741,TN,9,2022,1
2742,TN,10,2015,1
2743,TN,10,2017,1
2744,TN,10,2019,1
2745,TN,11,2015,1
2746,TN,11,2016,1
2747,TN,11,2017,1
2748,TN,11,2019,1
2749,UT,1,2016,1
2750,UT,2,2015,1
2751,UT,2,2016,1
2752,UT,2,2018,1
2753,UT,2,2022,1
2754,UT,3,2018,1
2755,UT,3,2020,1
2756,UT,3,2022,1
2757,UT,4,2019,1
2758,UT,4,2021,1
2759,UT,5,2015,1
2760,UT,6,2016,1
2761,UT,6,2018,1
2762,UT,6,2022,1
2763,UT,7,2017,1
2764,UT,7,2020,1
2765,UT,8,2016,1
2766,UT,8,2017,1
2767,UT,8,2022,1
2768,UT,9,2015,1
2769,UT,9,2016,1
2770,UT,9,2017,1
2771,UT,9,2019,1
2772,UT,9,2021,1
2773,UT,10,2019,1
2774,UT,11,2016,1
2775,UT,11,2019,1
2776,UT,11,2021,1
2777,UT,12,2018,1
2778,UT,12,2020,1
2779,VA,1,2015,1
2780,VA,1,2016,1
2781,VA,1,2018,1
2782,VA,1,2020,1
2783,VA,1,2022,1
2784,VA,2,2018,1
2785,VA,2,2020,1
2786,VA,2,2022,1
2787,VA,3,2015,1
2788,VA,4,2017,1
2789,VA,4,2018,1
2790,VA,4,2020,1
2791,VA,4,2022,1
2792,VA,6,2015,1
2793,VA,6,2017,1
2794,VA,6,2018,1
2795,VA,6,2019,1
2796,VA,6,2020,1
2797,VA,7,2015,1
2798,VA,7,2018,1
2799,VA,7,2019,1
2800,VA,7,2021,1
2801,VA,8,2019,1
2802,VA,8,2021,1
2803,VA,9,2018,1
2804,VA,9,2019,1
2805,VA,9,2020,1
2806,VA,9,2022,1
2807,VA,10,2019,1
2808,VA,10,2020,1
2809,VA,11,2018,1
2810,VA,12,2015,1
2811,VA,12,2019,1
2812,VA,12,2020,1
2813,VA,12,2021,1
2814,VT,1,2018,1
2815,VT,2,2018,1
2816,VT,3,2016,1
2817,VT,5,2019,1
2818,VT,7,2022,1
2819,VT,8,2019,1
2820,VT,8,2022,1
2821,VT,9,2016,1
2822,VT,9,2017,1
2823,VT,10,2019,1
2824,VT,12,2015,1
2825,WA,1,2015,1
2826,WA,2,2015,1
2827,WA,2,2018,1
2828,WA,3,2015,1
2829,WA,3,2016,1
2830,WA,3,2018,1
2831,WA,4,2015,1
2832,WA,4,2016,1
2833,WA,4,2018,1
2834,WA,4,2019,1
2835,WA,4,2022,1
2836,WA,6,2015,1
2837,WA,6,2021,1
2838,WA,7,2015,1
2839,WA,7,2016,1
2840,WA,8,2019,1
2841,WA,8,2021,1
2842,WA,9,2021,1
2843,WA,10,2015,1
2844,WA,10,2019,1
2845,WA,10,2021,1
2846,WA,11,2016,1
2847,WA,11,2018,1
2848,WA,12,2018,1
2849,WI,1,2016,1
2850,WI,2,2015,1
2851,WI,2,2016,1
2852,WI,2,2019,1
2853,WI,2,2021,1
2854,WI,3,2019,1
2855,WI,4,2017,1
2856,WI,4,2020,1
2857,WI,5,2016,1
2858,WI,5,2022,1
2859,WI,6,2021,1
2860,WI,6,2022,1
2861,WI,7,2019,1
2862,WI,8,2015,1
2863,WI,8,2019,1
2864,WI,8,2020,1
2865,WI,8,2022,1
2866,WI,9,2015,1
2867,WI,9,2021,1
2868,WI,10,2015,1
2869,WI,10,2019,1
2870,WI,10,2021,1
2871,WI,11,2017,1
2872,WI,11,2021,1
2873,WI,12,2015,1
2874,WI,12,2017,1
2875,WI,12,2020,1
2876,WI,12,2021,1
2877,WV,1,2017,1
2878,WV,1,2019,1
2879,WV,3,2018,1
2880,WV,3,2019,1
2881,WV,4,2017,1
2882,WV,4,2018,1
2883,WV,4,2020,1
2884,WV,5,2016,1
2885,WV,5,2017,1
2886,WV,5,2021,1
2887,WV,6,2015,1
2888,WV,7,2015,1
2889,WV,7,2016,1
2890,WV,7,2022,1
2891,WV,8,2015,1
2892,WV,8,2017,1
2893,WV,8,2021,1
2894,WV,9,2019,1
2895,WV,10,2016,1
2896,WV,10,2017,1
2897,WV,10,2018,1
2898,WV,10,2021,1
2899,WV,11,2017,1
2900,WV,11,2018,1
2901,WV,11,2021,1
2902,WV,12,2015,1
2903,WV,12,2016,1
2904,WV,12,2017,1
2905,WV,12,2019,1
2906,WY,1,2022,1
2907,WY,2,2018,1
2908,WY,4,2022,1
2909,WY,5,2015,1
2910,WY,5,2018,1
2911,WY,5,2021,1
2912,WY,5,2022,1
2913,WY,6,2021,1
2914,WY,7,2018,1
2915,WY,7,2022,1
2916,WY,8,2022,1
2917,WY,9,2019,1
2918,WY,9,2022,1
2919,WY,11,2018,1
2920,WY,11,2020,1
2921,WY,12,2017,1
2922,WY,12,2021,1
